trade_date,stock_id,foreign_buy_shares,foreign_sell_shares,trust_buy_shares,trust_sell_shares,dealer_buy_shares,dealer_sell_shares
2025-12-16,2486,2310000000,1613013000,0,0,80996000,356002000
2025-12-16,4764,1181000000,775000000,0,0,20000000,14147000
2025-12-16,1587,903952000,501788000,0,0,1000000,1000000
2025-12-16,00641R,0,0,0,0,990699000,590000000
2025-12-16,3376,1447787000,872894000,0,0,63763000,252847000
2025-12-16,00634R,0,21000000,0,0,409000000,14000000
2025-12-16,00963,174000000,0,0,0,255796000,57225000
2025-12-16,2368,3136887000,2660298000,342930000,0,251483000,706665000
2025-12-16,2495,1637000000,1264000000,0,0,9000000,19212000
2025-12-16,6541,544000000,220762000,0,0,52000000,13000000
2025-12-16,6550,561000000,199459000,0,0,25872000,28000000
2025-12-16,9907,1736000000,2981000000,1595000000,7780000,62000000,51028000
2025-12-16,7769,709038000,418866000,83639000,0,19000000,41000000
2025-12-16,6830,598059000,315641000,0,0,73338000,6712000
2025-12-16,00666R,9000000,0,0,0,326008000,5000000
2025-12-16,3450,3050055000,2555329000,0,0,108514000,279292000
2025-12-16,2836,608000000,297362000,0,0,83000000,86001000
2025-12-16,2881,22536459000,8598600000,380000000,14647081000,1526382000,890637000
2025-12-16,00643,62000000,205000000,0,0,2957345000,2514824000
2025-12-16,3025,604000000,310000000,0,0,3487000,0
2025-12-16,1560,2385000000,1893000000,43000000,3000000,88457000,324431000
2025-12-16,00693U,45000000,27000000,0,0,512000000,236908000
2025-12-16,6890,673000000,273787000,0,84000000,22000000,46433000
2025-12-16,00897,390000000,1000000,0,0,143000000,244790000
2025-12-16,2374,1130069000,729955000,0,0,32000000,145758000
2025-12-16,1611,672000000,385000000,0,0,7033000,16092000
2025-12-16,2478,524273000,226000000,0,0,4000000,24734000
2025-12-16,00936,0,27000000,0,0,2304052000,1999526000
2025-12-16,6426,2214000000,1930000000,0,0,1000000,11697000
2025-12-16,2493,533490000,226756000,0,0,13348000,47667000
2025-12-16,6415,2066104000,2032023000,198000000,0,94461000,57371000
2025-12-16,00653L,0,5000000,0,0,265730000,1060000
2025-12-16,00717,11000000,2000000,0,0,249000000,0
2025-12-16,3708,357876000,120000000,0,3000000,22700000,5043000
2025-12-16,2399,602000000,358000000,0,0,6000000,619000
2025-12-16,2103,930000000,793000000,0,0,128000000,23013000
2025-12-16,5515,459000000,235600000,0,0,29000000,18264000
2025-12-16,00895,11300000,9000000,0,0,666000000,439673000
2025-12-16,6944,720000000,588000000,115000000,0,76285000,100383000
2025-12-16,1215,636080000,2469000000,2125000000,101000000,34233000,22335000
2025-12-16,00865B,5000000,173000000,0,0,752436000,384065000
2025-12-16,2520,7272600000,1819702000,0,5420000000,226914000,62001000
2025-12-16,6196,2150000000,943950000,50000000,1026000000,51179000,84799000
2025-12-16,00708L,92012000,55000000,0,0,1400825000,1244190000
2025-12-16,1712,246000000,123000000,0,0,77276000,13000000
2025-12-16,6166,364390000,191000000,0,0,21199000,8593000
2025-12-16,6831,191000000,123000000,141000000,0,0,30000000
2025-12-16,3048,632000000,452000000,0,0,14000000,16607000
2025-12-16,2404,1581060000,1668150000,561640000,300378000,224619000,224785000
2025-12-16,8103,1005200000,874803000,0,0,50000000,11623000
2025-12-16,1702,203429000,68000000,0,3576000,44000000,9000000
2025-12-16,2301,6393007000,8199623000,1696130000,17000000,530898000,240027000
2025-12-16,8011,365000000,228000000,0,0,24000000,3000000
2025-12-16,3031,229000000,72000000,0,0,5000000,5000000
2025-12-16,4564,251003000,95660000,0,0,4000000,7000000
2025-12-16,3047,501000000,376000000,0,0,28003000,5000000
2025-12-16,5534,250000000,95200000,0,0,12000000,19297000
2025-12-16,6451,455000000,220100000,0,0,3000000,92193000
2025-12-16,2727,287880000,145718000,0,4171000,11305000,4400000
2025-12-16,00986A,0,333000000,0,0,669000000,191369000
2025-12-16,4960,283000000,157000000,0,0,17000000,0
2025-12-16,3673,758000000,395300000,0,0,49160000,271999000
2025-12-16,1808,1023009000,877660000,0,0,32000000,39000000
2025-12-16,00669R,0,0,0,0,678312000,543000000
2025-12-16,2413,7354000000,7220000000,0,0,1000000,120000
2025-12-16,00731,2000000,0,0,0,930975000,805137000
2025-12-16,2427,229000000,115409000,0,0,5000000,0
2025-12-16,02001R,0,0,0,0,114000000,0
2025-12-16,2637,3583000000,3471000000,5600000,8242000,234034000,232289000
2025-12-16,2428,246297000,134000000,17000000,0,11217000,31945000
2025-12-16,6994,175000000,87000000,0,0,20205000,1000
2025-12-16,2464,275011000,158067000,0,0,6000000,15573000
2025-12-16,6446,820428000,721298000,19000000,0,20003000,30789000
2025-12-16,2832,178000000,112500000,0,0,44000000,4000000
2025-12-16,3607,341200000,227000000,0,0,0,9000000
2025-12-16,2468,246000000,143000000,0,0,4000000,3479000
2025-12-16,3550,114000000,15731000,0,0,2000000,3698000
2025-12-16,00701,25000000,31000000,0,0,934501000,832058000
2025-12-16,3622,224000000,129000000,0,0,6000000,10000000
2025-12-16,3135,839000000,748000000,0,0,1000000,1000000
2025-12-16,1409,1189000000,1102000000,0,0,55116000,54253000
2025-12-16,2022,133000000,49000000,0,0,3000000,0
2025-12-16,2497,135000000,49000000,0,0,0,0
2025-12-16,9941,844005000,1010550000,211000000,0,58000000,19000000
2025-12-16,6189,246231000,170995000,0,3270000,15000000,4000000
2025-12-16,3583,220418000,136000000,0,0,4327000,7097000
2025-12-16,2540,378406000,277733000,0,0,36000000,56000000
2025-12-16,00639,4000000,23000000,0,0,287643000,188163000
2025-12-16,6168,156000000,79000000,0,0,3000000,4000000
2025-12-16,3338,154000000,81000000,0,0,4000000,2077000
2025-12-16,3653,584497000,729017000,72392000,27000000,220754000,50232000
2025-12-16,4557,92000000,24143000,0,0,2000000,1000000
2025-12-16,00714,78000000,0,0,0,30862000,40730000
2025-12-16,2548,203001000,132120000,0,0,15000000,21011000
2025-12-16,1806,394000000,255000000,0,56220000,7000000,25000000
2025-12-16,2465,212000000,146268000,0,0,0,1376000
2025-12-16,2104,762000000,713000000,0,0,48000000,32831000
2025-12-16,6152,563000000,505000000,0,0,9204000,6000000
2025-12-16,1104,396000000,376901000,0,0,58000000,16000000
2025-12-16,3321,108000000,48859000,0,0,1000000,0
2025-12-16,6657,123000000,64133000,0,0,1000000,0
2025-12-16,1449,189000000,133648000,0,0,4000000,1000000
2025-12-16,4961,283000000,238000000,14000000,932000,6589000,7164000
2025-12-16,6805,497355000,438361000,45000000,8000000,38207000,76843000
2025-12-16,9902,199000000,144000000,0,0,5000000,3000000
2025-12-16,2015,284000000,310000000,79000000,0,20000000,16243000
2025-12-16,2444,69000000,12000000,0,0,1002000,2000000
2025-12-16,009810,0,8000000,0,0,138000000,74874000
2025-12-16,9908,128000000,72000000,0,0,19000000,23000000
2025-12-16,1340,86000000,37000000,0,0,2000000,0
2025-12-16,1316,420000000,377040000,0,0,7000000,0
2025-12-16,3055,347000000,299000000,0,0,1318000,892000
2025-12-16,8454,427802000,374377000,0,0,10000000,15289000
2025-12-16,00636,12000000,23000000,0,0,617000000,558961000
2025-12-16,2905,381000000,341000000,0,0,34000000,28000000
2025-12-16,8028,1131100000,1002220000,0,20000000,47690000,111064000
2025-12-16,0055,2000000,2000000,0,0,94000000,50514000
2025-12-16,4532,452000000,422000000,0,5700000,33000000,14000000
2025-12-16,6277,65000000,21000000,0,0,3000000,4000000
2025-12-16,2467,1288807000,1175000000,22000000,0,26523000,120401000
2025-12-16,00901,0,14000000,0,0,590000000,534517000
2025-12-16,4949,98000000,58000000,0,0,2000000,1000000
2025-12-16,00899,0,0,0,0,45000000,4714000
2025-12-16,8467,55000000,20000000,0,0,5036000,0
2025-12-16,2431,96000000,58000000,0,0,2000000,2032000
2025-12-16,4566,209000000,169000000,0,0,3023000,5399000
2025-12-16,4919,842000000,807000000,0,0,42001000,39882000
2025-12-16,2488,61000000,22000000,0,0,1000000,3233000
2025-12-16,00640L,0,3000000,0,0,192066000,152475000
2025-12-16,910322,36000000,0,0,0,0,0
2025-12-16,4967,599253000,501000000,0,0,6000000,68940000
2025-12-16,6416,62000000,36000000,0,0,13000000,4000000
2025-12-16,6668,109000000,71000000,0,0,1000000,4000000
2025-12-16,8261,296000000,251000000,0,0,7300000,18520000
2025-12-16,6605,488000000,161000000,0,290000000,7584000,11008000
2025-12-16,912000,68000000,35000000,0,0,0,0
2025-12-16,2501,570000000,544000000,0,0,62000000,55000000
2025-12-16,00709,11000000,1002000,0,0,42000000,19003000
2025-12-16,3447,122000000,88000000,0,0,1000000,2545000
2025-12-16,1446,42000000,19000000,0,0,9000000,0
2025-12-16,9927,75856000,42151000,0,0,2000000,5562000
2025-12-16,6005,4156000000,5593000000,3087000000,1620451000,0,0
2025-12-16,3027,101001000,76000000,0,0,6000000,2000000
2025-12-16,2537,191000000,155000000,0,0,1000000,8000000
2025-12-16,3041,162001000,133800000,0,0,3000000,3098000
2025-12-16,6024,86000000,40907000,0,0,0,17000000
2025-12-16,6931,31000000,21000000,0,0,18000000,0
2025-12-16,4438,51854000,24584000,0,0,0,0
2025-12-16,00771,0,0,0,0,27006000,0
2025-12-16,2908,94000000,73000000,0,0,8000000,2000000
2025-12-16,2491,29000000,2000000,0,0,0,0
2025-12-16,1437,56000000,31000000,0,0,2000000,0
2025-12-16,2527,132000000,88000000,0,327000,9000000,27000000
2025-12-16,2365,308000000,280000000,0,0,3037000,5415000
2025-12-16,6799,93200000,68000000,0,0,1084000,1002000
2025-12-16,3705,137000000,114000000,0,0,4056000,2000000
2025-12-16,2482,144000000,117000000,0,0,6000000,9714000
2025-12-16,5706,43000000,26400000,0,0,8503000,2000000
2025-12-16,6695,86000000,65000000,0,0,2000000,0
2025-12-16,6472,282539000,257197000,0,1155000,36000000,37215000
2025-12-16,00678,1020000,1000000,0,0,256000000,233497000
2025-12-16,1558,39000000,21000000,0,194000,18443000,14000000
2025-12-16,4441,40000000,18000000,0,0,0,0
2025-12-16,00661,0,1000000,0,0,88000000,65142000
2025-12-16,1713,69000000,50000000,0,0,2274000,0
2025-12-16,2539,327000000,318913000,0,15058000,38000000,10000000
2025-12-16,1783,80000000,57000000,0,0,3000000,5000000
2025-12-16,4142,365250000,325000000,0,0,8000000,27254000
2025-12-16,6669,686195000,658790000,37594000,17000000,83031000,110128000
2025-12-16,3533,310643000,261000000,9000000,21000000,13210000,30318000
2025-12-16,4440,34000000,14000000,0,0,1000000,1000000
2025-12-16,1471,41000000,19000000,0,0,5000000,7000000
2025-12-16,00908,0,1000000,0,0,230000000,209182000
2025-12-16,2883B,76000000,0,0,0,3000000,60000000
2025-12-16,2454,4275634000,4167779000,192949000,186891000,290522000,386241000
2025-12-16,4306,185000000,191920000,0,0,25000000,0
2025-12-16,00733,8000000,96000000,0,0,324000000,218373000
2025-12-16,3229,106000000,88000000,0,0,461000,1066000
2025-12-16,00635U,49033000,8725000,0,0,1408120000,1431552000
2025-12-16,8033,263000000,169602000,0,0,7000000,84000000
2025-12-16,00668,0,2000000,0,0,239212000,221304000
2025-12-16,6719,81000000,66000000,0,0,4796000,4000000
2025-12-16,6184,42000000,28000000,0,0,1000000,0
2025-12-16,6192,34000000,18000000,0,0,2000000,3000000
2025-12-16,00916,0,4000000,0,0,62000000,43153000
2025-12-16,00917,1000000,20000000,0,0,516085000,483563000
2025-12-16,2359,260010000,227000000,0,0,9540000,29029000
2025-12-16,2739,30000000,17000000,0,0,0,0
2025-12-16,2753,87000000,57000000,0,0,1486000,18693000
2025-12-16,6670,383000000,132000000,0,249323000,16000000,5000000
2025-12-16,6614,14000000,2000000,0,0,0,0
2025-12-16,6885,91000000,77000000,0,0,0,2000000
2025-12-16,020038,0,0,0,0,12000000,0
2025-12-16,4545,64000000,53000000,0,0,1000000,0
2025-12-16,2369,3825000000,3934000000,0,0,190263000,69404000
2025-12-16,3530,107000000,121000000,0,0,28000000,2286000
2025-12-16,00702,0,0,0,0,129144000,118270000
2025-12-16,0061,5000000,0,0,0,38008000,32983000
2025-12-16,00684R,0,0,0,0,21000000,11000000
2025-12-16,1466,49000000,37000000,0,0,1000000,3000000
2025-12-16,1475,23000000,13000000,0,0,0,0
2025-12-16,2250,25000000,15293000,0,0,0,55000
2025-12-16,00710B,0,0,0,0,122477000,113150000
2025-12-16,00652,0,0,0,0,113000000,103797000
2025-12-16,1432,19000000,12000000,0,0,2000000,0
2025-12-16,6936,14000000,7000000,0,0,3000000,1000000
2025-12-16,1477,1570000000,585807000,0,1064220000,102223000,13768000
2025-12-16,2390,125000000,109700000,0,0,3000000,10000000
2025-12-16,2613,149000000,143000000,0,0,2000000,0
2025-12-16,5258,56001000,47850000,0,0,3001000,4016000
2025-12-16,00689R,1000000,0,0,0,6000000,0
2025-12-16,9919,60000000,48000000,0,0,4000000,9000000
2025-12-16,3057,44000000,40160000,0,0,3000000,0
2025-12-16,4551,110000000,62000000,0,45000000,6000000,2243000
2025-12-16,4569,18000000,14000000,0,0,2000000,0
2025-12-16,5007,26000000,31000000,0,0,11000000,0
2025-12-16,00656R,0,168000000,0,0,211000000,37000000
2025-12-16,01010T,6000000,0,0,0,0,0
2025-12-16,8201,14000000,10000000,0,0,2000000,0
2025-12-16,1517,44000000,34000000,0,0,4000000,8222000
2025-12-16,6226,149000000,146000000,0,0,3636000,1000000
2025-12-16,6742,87000000,82000000,0,0,0,0
2025-12-16,1233,0,11000000,0,0,16000000,0
2025-12-16,4737,43905000,39399000,0,0,0,0
2025-12-16,6136,15000000,11000000,0,0,4001000,4000000
2025-12-16,1540,82000000,79000000,0,0,1000000,0
2025-12-16,020028,0,0,0,0,10000000,6000000
2025-12-16,4562,107000000,101000000,0,0,1000000,3000000
2025-12-16,3679,24000000,19000000,0,0,1000000,2000000
2025-12-16,2881B,0,0,0,0,4000000,0
2025-12-16,00938,15000000,104000000,0,0,845180000,753033000
2025-12-16,020032,0,0,0,0,3000000,0
2025-12-16,020036,0,0,0,0,3000000,0
2025-12-16,9946,46000000,46000000,0,0,4000000,1000000
2025-12-16,00711B,8000000,0,0,0,101059000,106213000
2025-12-16,00775B,0,0,0,0,2062000,0
2025-12-16,00681R,0,0,0,0,3000000,1000000
2025-12-16,6835,15000000,13000000,0,0,0,0
2025-12-16,020037,0,0,0,0,2000000,0
2025-12-16,2887F,2000000,0,0,0,0,0
2025-12-16,2434,6000000,5000000,0,0,1000000,0
2025-12-16,2891C,0,0,0,0,3000000,1000000
2025-12-16,8072,53001000,52461000,0,0,1000000,0
2025-12-16,020029,0,0,0,0,2000000,1000000
2025-12-16,1470,0,0,0,0,1000000,0
2025-12-16,3094,38000000,34000000,0,0,1000000,4000000
2025-12-16,2891B,0,0,0,0,1000000,0
2025-12-16,2852,180000000,179000000,0,1139000,2000000,1000000
2025-12-16,006205,5000000,7000000,0,0,277000000,274278000
2025-12-16,006206,0,2000000,0,0,17083000,15065000
2025-12-16,6955,0,1300000,0,0,1309000,0
2025-12-16,00657K,0,0,0,0,200000,200000
2025-12-16,00660,0,0,0,0,1000000,1000000
2025-12-16,00668K,0,0,0,0,200000,200000
2025-12-16,020034,0,0,0,0,8000000,8000000
2025-12-16,2254,0,1000000,0,0,2000000,1000000
2025-12-16,2415,29000000,31000000,0,0,2000000,0
2025-12-16,3130,5000000,6000000,0,0,1000000,0
2025-12-16,7631,1000000,2000000,0,0,1000000,0
2025-12-16,1414,74000000,89000000,0,0,15000000,0
2025-12-16,6423,2000000,5060000,0,0,15000000,12000000
2025-12-16,00636K,0,0,0,0,200000,300000
2025-12-16,3557,24001000,24300000,0,0,0,0
2025-12-16,6133,4916000000,4898000000,0,0,2000000,20357000
2025-12-16,6933,41000000,41000000,0,0,2000000,2380000
2025-12-16,6928,34000000,36000000,0,0,1000000,0
2025-12-16,7730,0,1000000,0,0,1000000,1000000
2025-12-16,8487,1000000,2000000,0,0,1000000,1000000
2025-12-16,00682U,0,0,0,0,0,1000000
2025-12-16,1539,9000000,12000000,0,0,2000000,0
2025-12-16,9136,0,1000000,0,0,0,0
2025-12-16,1443,0,3000000,0,0,2000000,0
2025-12-16,6592B,0,0,0,1000000,0,0
2025-12-16,1235,4000000,10140000,0,0,5000000,0
2025-12-16,6796,7000000,9400000,0,0,1000000,0
2025-12-16,006204,0,0,0,0,48235000,49750000
2025-12-16,00783,0,0,0,0,76030000,77973000
2025-12-16,00736,0,0,0,0,102000000,104000000
2025-12-16,6655,0,4000000,0,0,2000000,0
2025-12-16,6671,0,3000000,0,0,1000000,0
2025-12-16,8482,2000000,4000000,0,0,1000000,1000000
2025-12-16,7732,1000000,3000000,0,0,0,0
2025-12-16,7786,58000000,60000000,0,0,0,0
2025-12-16,7721,16000000,18000000,0,0,0,0
2025-12-16,3040,35000000,40000000,0,0,3000000,0
2025-12-16,4581,5000000,6000000,0,0,5000000,6000000
2025-12-16,6952,2000000,6000000,0,0,2000000,0
2025-12-16,1315,0,3000000,0,0,1000000,0
2025-12-16,2438,2000000,6000000,0,0,2000000,0
2025-12-16,1341,1000000,3000000,0,0,0,0
2025-12-16,911868,0,2000000,0,0,0,0
2025-12-16,2314,0,2167000,0,0,0,0
2025-12-16,5906,0,2355000,0,0,0,0
2025-12-16,8499,197000000,201800000,0,0,27114000,24688000
2025-12-16,6534,86000000,94000000,0,0,15000000,9609000
2025-12-16,6201,0,4000000,0,0,1000000,0
2025-12-16,6924,0,1000000,0,0,9000000,11000000
2025-12-16,6916,15000000,18000000,0,0,0,0
2025-12-16,1537,20000000,21000000,0,0,2000000,4000000
2025-12-16,006203,0,0,0,0,0,3000000
2025-12-16,020020,0,0,0,0,6000000,9000000
2025-12-16,1730,0,3000000,0,0,0,0
2025-12-16,2901,3000000,7000000,0,0,1000000,0
2025-12-16,6807,0,3000000,0,0,0,0
2025-12-16,9943,15000000,22000000,0,0,4000000,0
2025-12-16,2114,2000000,6000000,0,0,1120000,1000000
2025-12-16,5292,14000000,19940000,0,0,2000000,0
2025-12-16,7705,5001000,9000000,0,0,0,0
2025-12-16,9912,0,4000000,0,0,0,0
2025-12-16,1541,0,4000000,0,0,0,0
2025-12-16,6906,14000000,19000000,0,0,2000000,1000000
2025-12-16,2904,0,5000000,0,0,1000000,0
2025-12-16,2945,0,5000000,0,0,1000000,0
2025-12-16,3150,2000000,7000000,0,0,8000000,7000000
2025-12-16,3454,57000000,60000000,0,0,2000000,3000000
2025-12-16,2069,31000000,25000000,0,0,1000000,11000000
2025-12-16,2496,0,4000000,0,0,0,0
2025-12-16,9929,0,6000000,0,0,2000000,0
2025-12-16,1735,0,7000000,0,0,3000000,150000
2025-12-16,6645,1000000,6260000,0,0,5059000,4000000
2025-12-16,5269,166637000,175658000,40000000,1000000,24000000,58369000
2025-12-16,00921,100000,70000000,0,0,315000000,249511000
2025-12-16,3588,24981000,30354000,0,0,1000000,287000
2025-12-16,3432,0,5000000,0,0,0,0
2025-12-16,3669,4000000,10000000,0,0,1000000,0
2025-12-16,4807,1000000,6000000,0,0,0,0
2025-12-16,2762,2000000,8000000,0,0,2000000,1000000
2025-12-16,1324,3000000,9000000,0,0,1000000,0
2025-12-16,6281,17000000,16000000,0,0,0,6000000
2025-12-16,6918,3000000,9000000,0,0,1000000,0
2025-12-16,6969,0,3000000,0,0,2000000,4000000
2025-12-16,020030,0,0,0,0,5000000,10000000
2025-12-16,7788,43000000,48000000,0,0,1000000,1029000
2025-12-16,6230,16000000,22000000,0,0,5000000,4136000
2025-12-16,6582,2000000,7000000,0,0,0,229000
2025-12-16,7749,85000000,90000000,0,0,1001000,1241000
2025-12-16,3308,7000000,13498000,0,0,1000000,0
2025-12-16,1438,3000000,11806000,0,0,3000000,0
2025-12-16,1236,3000000,16000000,0,0,7000000,0
2025-12-16,6592A,0,0,0,6000000,0,0
2025-12-16,6792,0,7000000,0,0,2000000,1000000
2025-12-16,6887,1000000,6000000,0,0,0,1000000
2025-12-16,4133,5000000,12000000,0,0,1000000,0
2025-12-16,4439,2000000,8000000,0,0,0,0
2025-12-16,1817,4000000,11000000,0,0,11000000,10000000
2025-12-16,4588,3000000,9000000,0,0,0,0
2025-12-16,0053,0,1000000,0,0,0,5650000
2025-12-16,2911,0,6850000,0,0,0,0
2025-12-16,3168,0,7000000,0,0,0,0
2025-12-16,1418,1000000,8000000,0,0,0,0
2025-12-16,5546,2000000,9000000,0,0,0,0
2025-12-16,2248,1000000,8000000,0,0,1000000,1000000
2025-12-16,1338,8000000,16000000,0,0,1000000,0
2025-12-16,1441,0,8000000,0,0,1000000,0
2025-12-16,1530,9000000,15000000,0,0,1000000,2000000
2025-12-16,6902,10000000,15000000,0,0,0,2000000
2025-12-16,6666,1000000,9000000,0,0,1000000,0
2025-12-16,6431,54000000,61000000,0,0,0,0
2025-12-16,00851,0,0,0,0,0,7000000
2025-12-16,9942,12000000,19000000,0,0,0,0
2025-12-16,6771,1000000,9000000,0,0,1000000,0
2025-12-16,00903,1000000,22000000,0,0,31025000,17143000
2025-12-16,2538,90000000,100140000,0,0,3000000,0
2025-12-16,1516,3000000,10183000,0,0,0,0
2025-12-16,3034,1398125000,1522204000,258000000,300380000,258664000,99428000
2025-12-16,6698,38000000,47000000,0,0,4000000,2605000
2025-12-16,6164,91000000,98000000,0,0,6128000,7000000
2025-12-16,0057,0,0,0,0,43018000,51000000
2025-12-16,2906,18000000,24000000,0,0,3000000,5000000
2025-12-16,1423,1000000,11000000,0,0,2000000,0
2025-12-16,1474,7000000,16000000,0,0,1000000,0
2025-12-16,5538,0,9000000,0,0,1000000,0
2025-12-16,1805,4000000,13249000,0,0,1000000,0
2025-12-16,1776,0,11000000,0,0,2000000,0
2025-12-16,2939,0,10000000,0,0,1000000,0
2025-12-16,3419,11000000,23000000,0,0,3000000,0
2025-12-16,1535,4000000,14000000,0,0,1000000,0
2025-12-16,9926,5000000,14000000,0,0,0,0
2025-12-16,7711,13000000,22000000,0,0,0,0
2025-12-16,8367,0,11000000,0,0,2000000,0
2025-12-16,6606,1000000,11000000,0,0,1000000,0
2025-12-16,1339,5000000,18000000,0,0,9000000,5211000
2025-12-16,6592,130001000,147000000,0,0,29000000,21502000
2025-12-16,2115,3000000,11549000,0,0,1000000,2000000
2025-12-16,3528,53000000,63000000,0,0,0,0
2025-12-16,5484,24000000,34000000,0,0,0,0
2025-12-16,1323,0,10000000,0,0,0,0
2025-12-16,5215,0,9000000,0,0,0,1000000
2025-12-16,1521,3000000,14000000,0,0,1000000,0
2025-12-16,1435,1000000,13000000,0,0,2000000,0
2025-12-16,020039,0,0,0,0,7000000,17000000
2025-12-16,6581,3000000,17000000,0,0,4000000,0
2025-12-16,4148,1000000,11300000,0,0,0,0
2025-12-16,6861,35000000,42000000,0,0,8000000,11361000
2025-12-16,1472,0,10376000,0,0,0,0
2025-12-16,4583,43572000,50000000,0,0,3000000,6971000
2025-12-16,6789,228300000,321004000,119000000,2000000,42452000,77322000
2025-12-16,6641,0,11000000,0,0,0,0
2025-12-16,8443,0,11000000,0,0,0,0
2025-12-16,1525,9000000,19000000,0,0,14000000,15000000
2025-12-16,2024,0,11000000,0,0,0,0
2025-12-16,4994,1000000,10200000,0,0,1000000,3000000
2025-12-16,6782,32000000,38707000,0,0,1000000,5499000
2025-12-16,6715,13000000,24071000,0,0,1049000,1200000
2025-12-16,9910,565880000,571066000,0,6403000,36000000,36093000
2025-12-16,6112,117000000,128000000,0,0,3080000,4073000
2025-12-16,9944,0,12000000,0,0,0,0
2025-12-16,1445,3000000,17000000,0,0,2000000,0
2025-12-16,5244,50000000,65000000,0,0,3000000,0
2025-12-16,4155,4000000,18000000,0,0,2000000,0
2025-12-16,1903,43000000,61000000,0,0,6000000,0
2025-12-16,00703,0,0,0,0,4024000,16073000
2025-12-16,6754,1000000,13000000,0,70000,0,0
2025-12-16,006207,0,1000000,0,0,134277000,145584000
2025-12-16,00875,0,8000000,0,0,14000000,18757000
2025-12-16,8463,3000000,16000000,0,0,0,0
2025-12-16,6552,10000000,24000000,0,0,1000000,0
2025-12-16,1416,8000000,22000000,0,0,1000000,0
2025-12-16,1568,2000000,21000000,0,0,6000000,0
2025-12-16,1731,2000000,16000000,0,0,1000000,0
2025-12-16,2426,122000000,137000000,0,0,14000000,12000000
2025-12-16,2423,29000000,42000000,0,0,4000000,4000000
2025-12-16,6951,0,14000000,0,0,1000000,0
2025-12-16,2702,2000000,16000000,0,0,1000000,0
2025-12-16,3021,2000000,16000000,0,0,1000000,22000
2025-12-16,2642,7000000,18342000,0,0,0,2000000
2025-12-16,6854,59000000,58763000,0,0,3259000,17000000
2025-12-16,2025,7000000,23546000,0,0,3000000,0
2025-12-16,3062,789000000,792000000,0,0,5000000,15645000
2025-12-16,00949,107000000,2000000,0,0,351708000,470397000
2025-12-16,1506,3000000,21000000,0,0,4000000,0
2025-12-16,1465,0,16000000,0,0,2000000,0
2025-12-16,7736,2000000,17000000,0,0,1000000,0
2025-12-16,9931,0,14000000,0,0,0,0
2025-12-16,3652,0,15000000,0,0,1000000,0
2025-12-16,2616,1000000,15000000,0,0,0,0
2025-12-16,2712,0,14000000,0,0,1000000,1000000
2025-12-16,2461,5000000,20000000,0,0,2000000,1000000
2025-12-16,8466,1001000,15497000,0,0,0,0
2025-12-16,4104,11400000,28027000,0,0,4000000,2105000
2025-12-16,00913,0,3000000,0,0,277000000,288917000
2025-12-16,4952,14000000,30000000,0,0,5000000,4000000
2025-12-16,2239,17000000,31000000,0,0,2000000,3000000
2025-12-16,1512,1000000,18000000,0,0,3000000,1000000
2025-12-16,1452,0,15000000,0,0,0,0
2025-12-16,4572,3080000,10102000,0,8000000,0,0
2025-12-16,1707,29000000,42000000,0,0,5000000,7374000
2025-12-16,1906,5000000,22000000,0,0,7000000,5440000
2025-12-16,00920,0,110000000,0,0,100017000,5688000
2025-12-16,2432,0,14000000,0,0,8000000,10000000
2025-12-16,2483,5000000,17000000,0,0,1000000,5000000
2025-12-16,2424,0,16000000,0,0,0,0
2025-12-16,4560,31000000,48000000,0,0,1000000,0
2025-12-16,4935,7000000,20000000,0,0,2000000,5000000
2025-12-16,4771,16000000,32000000,0,0,0,0
2025-12-16,2910,6000000,23000000,0,0,1000000,0
2025-12-16,1410,5000000,22000000,0,0,1000000,0
2025-12-16,1220,5000000,22000000,0,0,1000000,0
2025-12-16,8429,38000000,50000000,0,0,1000000,5000000
2025-12-16,8162,6000000,25000000,0,0,3000000,0
2025-12-16,8481,0,16000000,0,0,0,0
2025-12-16,6914,7000000,25000000,0,0,2000000,0
2025-12-16,6658,16921000,32479000,0,0,1000000,1446000
2025-12-16,00739,0,0,0,0,2000000,18106000
2025-12-16,1598,35000000,51182000,0,0,2000000,2000000
2025-12-16,2207,294100000,471417000,152000000,2000000,26589000,16002000
2025-12-16,3043,23000000,40000000,0,0,0,0
2025-12-16,3716,3000000,21000000,0,0,1000000,0
2025-12-16,7740,7000000,24000000,0,0,2000000,2000000
2025-12-16,1413,0,18000000,0,0,1000000,0
2025-12-16,1256,4000000,21051000,0,0,0,19000
2025-12-16,2243,0,15000000,0,0,0,2309000
2025-12-16,6585,3000000,22000000,0,0,1500000,0
2025-12-16,2636,75000000,92000000,0,0,10000000,10780000
2025-12-16,2433,1000000,20000000,0,0,4000000,3000000
2025-12-16,9918,3000000,21000000,0,0,0,0
2025-12-16,1439,5000000,23000000,0,0,0,0
2025-12-16,4999,3000000,23000000,0,0,3000000,1501000
2025-12-16,8488,1000000,20666000,0,0,1000000,0
2025-12-16,9930,26000000,43000000,0,0,8000000,10000000
2025-12-16,6183,4000000,26000000,0,0,4000000,1000000
2025-12-16,1531,7000000,28000000,0,0,3000000,1000000
2025-12-16,3494,0,18000000,0,0,0,1000000
2025-12-16,1752,1000000,24000000,0,0,4000000,0
2025-12-16,8045,18000000,38340000,0,0,1277000,0
